,c1,c24,gasolineSing92Crack,naphthaNWECrack,r10,gasolineEuroCrack
2014-09-08 15:00:00,-14.8,13.72619638,6.3334,-4.35,100.475,5.5834
2014-09-08 15:15:00,-14.85,13.69164692,6.2914,-4.35,100.538,5.5414
2014-09-08 15:30:00,-14.85,13.73576014,6.3075,-4.35,100.65,5.5575
2014-09-08 15:45:00,-14.85,13.6999892,6.2365,-4.35,100.731,5.4865
2014-09-08 16:15:00,-14.85,13.67564605,6.1696,-4.5,100.643,5.4196
2014-09-08 16:30:00,-14.95,13.64041611,6.2145,-4.55,100.722,5.4645
2014-09-08 16:45:00,-15.2,13.77232886,6.3366,-4.6,101.127,5.5866
2014-09-08 17:00:00,-15.1,13.80865772,6.3476,-4.55,100.99,5.5976
2014-09-08 17:15:00,-15.22,13.73621477,6.4369,-4.55,101.096,5.6869
2014-09-08 17:30:00,-15.2,13.74810067,6.329,-4.55,101.017,5.579
2014-09-08 17:45:00,-15.15,13.76354362,6.4347,-4.55,100.968,5.6847
2014-09-08 18:15:00,-15.2,13.70242953,6.2958,-4.55,100.962,5.5458
2014-09-08 18:30:00,-15.2,13.69609396,6.2348,-4.55,100.918,5.4848
2014-09-08 18:45:00,-15.23,13.68354362,6.2686,-4.7,101.048,5.5186
2014-09-08 19:00:00,-15.2,13.64265101,6.264,-4.55,101.005,5.514
2014-09-08 19:15:00,-15.2,13.61910067,6.0971,-4.55,101.146,5.3471
2014-09-08 19:30:00,-15.29,13.58510067,6.3949,-4.55,101.18,5.6449
2014-09-08 19:45:00,-15.27,13.63777181,6.3385,-4.55,101.228,5.5885
2014-09-08 20:00:00,-15.35,13.64277181,6.3687,-4.55,101.223,5.6187
2014-09-09 07:00:00,-15.35,13.65770849,6.4342,-4.55,100.979,5.6842
2014-09-09 07:15:00,-15.35,13.6377009,6.4594,-4.55,100.937,5.7094
2014-09-09 07:30:00,-15.25,13.66625795,6.467,-4.55,100.942,5.717
2014-09-09 07:45:00,-15.25,13.64142282,6.4908,-4.55,100.872,5.7408
2014-09-09 08:00:00,-15.15,13.65681587,6.4857,-4.55,100.896,5.7357
2014-09-09 08:15:00,-15.2,13.59915057,6.3391,-4.55,101.093,5.5891
2014-09-09 08:30:00,-15.2,13.57070849,6.4804,-4.55,101.066,5.5804
2014-09-09 08:45:00,-15.2,13.60715144,6.5277,-4.55,100.996,5.6777
2014-09-09 09:00:00,-15.1,13.6364803,6.5128,-4.55,100.866,5.6628
2014-09-09 09:30:00,-15.05,13.54098074,6.6639,-4.85,100.917,5.6139
2014-09-09 09:45:00,-15.1,13.57087248,6.533,-4.82,101.06,5.683
2014-09-09 10:00:00,-15.08,13.53875839,6.5663,-4.85,101.025,5.7663
2014-09-09 10:15:00,-15.05,13.5594803,6.5139,-4.85,100.943,5.7139
2014-09-09 10:30:00,-15.0,13.55520134,6.5307,-4.83,100.975,5.5807
2014-09-09 10:45:00,-15.05,13.54020134,6.5682,-4.8,100.99,5.6182
2014-09-09 11:00:00,-15.02,13.5416443,6.6015,-4.85,100.955,5.6515
2014-09-09 11:15:00,-15.0,13.6347009,6.6009,-4.85,100.94,5.6509
2014-09-09 11:30:00,-15.0,13.60852933,6.5961,-4.95,100.91,5.6461
2014-09-09 11:45:00,-15.05,13.55303648,6.5916,-4.9,101.072,5.6416
2014-09-09 12:00:00,-15.1,13.5157009,6.6382,-4.95,101.059,5.6882
2014-09-09 12:15:00,-15.1,13.49420805,6.6404,-5.0,101.187,5.6904
2014-09-09 12:30:00,-15.2,13.45410738,6.3279,-5.0,101.462,5.6779
2014-09-09 12:45:00,-15.2,13.44665772,6.3308,-4.95,101.352,5.6808
2014-09-09 13:00:00,-15.2,13.46177181,6.346,-5.0,101.404,5.696
2014-09-09 13:15:00,-15.2,13.49243712,6.3438,-5.05,101.234,5.6938
2014-09-09 13:30:00,-15.2,13.48898658,6.3541,-5.05,101.209,5.7041
2014-09-09 13:45:00,-15.2,13.47554362,6.389,-5.05,101.256,5.739
2014-09-09 14:00:00,-15.15,13.46410155,6.3609,-5.05,101.212,5.7109
2014-09-09 14:15:00,-15.15,13.48076598,6.437,-5.09,101.145,5.787
2014-09-09 14:30:00,-14.95,13.54286577,6.4392,-5.0,100.937,5.7892
2014-09-09 14:45:00,-15.0,13.56520134,6.4553,-5.05,100.965,5.8053
2014-09-09 15:00:00,-15.0,13.55997987,6.448,-5.1,100.987,5.798
2014-09-09 15:15:00,-15.0,13.49297315,6.4291,-5.1,100.903,5.7791
2014-09-09 15:30:00,-14.95,13.5845302,6.4191,-5.1,100.845,5.7691
2014-09-09 15:45:00,-15.05,13.56308725,6.5885,-5.15,100.9,5.7385
2014-09-09 16:00:00,-15.1,13.55943128,6.6988,-5.15,100.927,5.8488
2014-09-09 16:15:00,-15.1,13.59231719,6.6993,-5.15,100.827,5.8493
2014-09-09 16:30:00,-15.15,13.66776014,6.6684,-5.2,100.718,5.8184
2014-09-09 16:45:00,-15.1,13.59741698,6.6579,-5.15,100.676,5.8079
2014-09-09 17:00:00,-15.05,13.6488541,6.6125,-5.05,100.351,5.7625
2014-09-09 17:15:00,-15.0,13.67741873,6.6618,-5.0,100.418,5.8118
2014-09-09 17:30:00,-15.05,13.56408987,6.5801,-5.0,100.632,5.7301
2014-09-09 17:45:00,-15.05,13.59153283,6.6298,-4.95,100.571,5.7798
2014-09-09 18:15:00,-15.05,13.60909075,6.6343,-4.9,100.498,5.7843
2014-09-09 18:30:00,-15.05,13.61897666,6.642,-4.9,100.421,5.792
2014-09-09 18:45:00,-15.1,13.57653283,6.7395,-4.9,100.586,5.8895
2014-09-09 19:00:00,-15.1,13.58847622,6.7161,-4.9,100.496,5.8661
2014-09-09 19:30:00,-14.95,13.7488541,6.8981,-4.9,100.251,6.0481
2014-09-09 19:45:00,-15.0,13.6748042,6.8122,-4.9,100.398,5.9622
2014-09-09 20:00:00,-15.0,13.68718967,6.8176,-4.9,100.363,5.9676
2014-09-10 07:00:00,-14.95,13.61507558,6.6396,-4.9,100.368,5.7896
2014-09-10 07:15:00,-14.95,13.75653283,6.5646,-4.9,100.406,5.7146
2014-09-10 07:30:00,-14.95,13.71742632,6.5823,-4.9,100.44,5.7323
2014-09-10 07:45:00,-14.95,13.69220484,6.5823,-4.85,100.482,5.7323
2014-09-10 08:00:00,-14.9,13.7646478,6.6484,-4.85,100.376,5.7984
2014-09-10 08:15:00,-14.8,13.76607733,6.7182,-4.85,100.039,5.8682
2014-09-10 08:30:00,-14.75,13.77973329,6.6389,-4.8,100.002,5.7889
2014-09-10 08:45:00,-14.78,13.72395477,6.6351,-4.75,100.041,5.8851
2014-09-10 09:00:00,-14.75,13.70573138,6.6234,-4.65,99.996,5.8734
2014-09-10 09:15:00,-14.78,13.70052028,6.6446,-4.6,100.071,5.8446
2014-09-10 09:30:00,-14.65,13.66407733,6.7006,-4.55,100.141,5.9006
2014-09-10 10:00:00,-14.7,13.62774847,6.9332,-4.55,100.278,6.1332
2014-09-10 10:15:00,-14.65,13.57996323,7.0952,-4.45,100.158,6.2952
2014-09-10 10:30:00,-14.65,13.57496323,7.107,-4.5,100.163,6.307
2014-09-10 11:00:00,-14.75,13.51774847,7.0038,-4.6,100.388,6.2038
2014-09-10 11:15:00,-14.65,13.54502743,7.05,-4.45,100.333,6.2
2014-09-10 11:45:00,-14.65,13.52041377,7.0698,-4.43,100.246,6.2198
2014-09-10 12:00:00,-14.65,13.51863525,7.0533,-4.45,100.231,6.2033
2014-09-10 12:15:00,-14.55,13.59318471,7.1122,-4.45,100.128,6.2622
2014-09-10 12:30:00,-14.55,13.58857864,7.1152,-4.45,100.083,6.2652
2014-09-10 12:45:00,-14.4,13.69573505,7.0571,-4.4,99.908,6.2071
2014-09-10 13:00:00,-14.4,13.67157018,7.0515,-4.4,100.027,6.2015
2014-09-10 13:15:00,-14.5,13.62340619,7.05,-4.4,100.081,6.2
2014-09-10 13:45:00,-14.4,13.56796498,7.1306,-4.4,99.992,6.2806
2014-09-10 14:00:00,-14.3,13.63385001,7.1095,-4.4,99.948,6.2595
2014-09-10 14:30:00,-14.35,13.64862095,7.1149,-4.4,99.888,6.2649
2014-09-10 14:45:00,-14.33,13.67589991,7.0922,-4.4,99.833,6.2422
2014-09-10 15:00:00,-14.28,13.66829384,6.983,-4.4,99.791,6.133
2014-09-10 15:30:00,-14.15,13.6177225,7.074,-4.35,99.595,6.224
2014-09-10 15:45:00,-14.05,13.58975985,7.0816,-4.35,99.159,6.2316
2014-09-10 16:00:00,-14.15,13.55703793,6.986,-4.45,99.253,6.136
2014-09-10 16:15:00,-14.05,13.55992472,7.045,-4.5,99.094,6.195
2014-09-10 16:30:00,-14.1,13.51658243,7.0917,-4.45,98.936,6.2417
2014-09-10 16:45:00,-14.1,13.48570236,6.9889,-4.4,99.274,6.1389
2014-09-10 17:00:00,-14.1,13.57687394,7.0651,-4.4,99.239,6.2151
2014-09-10 17:15:00,-14.15,13.54903881,7.0909,-4.4,99.172,6.2409
2014-09-10 17:30:00,-14.1,13.53870995,7.0471,-4.51,99.283,6.1971
2014-09-10 17:45:00,-14.1,13.50759586,7.0054,-4.55,99.247,6.1554
2014-09-10 18:00:00,-14.05,13.483267,6.9497,-4.6,99.372,6.0997
2014-09-10 18:15:00,-14.1,13.44354596,6.923,-4.55,99.384,6.073
2014-09-10 18:30:00,-14.1,13.49903881,6.8259,-4.55,99.222,5.9759
2014-09-10 18:45:00,-14.1,13.52992472,6.9163,-4.55,99.124,6.0663
2014-09-10 19:00:00,-14.0,13.56002539,6.9335,-4.55,98.859,6.0835
2014-09-10 19:15:00,-13.95,13.48636096,6.9418,-4.55,98.983,6.0918
2014-09-10 19:45:00,-14.1,13.52515465,7.222,-4.55,99.085,6.372
2014-09-10 20:00:00,-14.1,13.55832623,7.2717,-4.55,99.108,6.4217
2014-09-11 07:00:00,-14.15,13.62575139,7.2373,-4.55,99.15,6.3873
2014-09-11 07:15:00,-14.15,13.67376744,7.2314,-4.55,99.137,6.3814
2014-09-11 07:45:00,-14.15,13.61187657,7.2747,-4.55,98.937,6.4247
2014-09-11 08:00:00,-13.95,13.58409046,7.2669,-4.5,98.886,6.4169
2014-09-11 08:15:00,-13.8,13.61352758,7.3132,-4.5,98.583,6.4632
2014-09-11 08:30:00,-13.55,13.55429851,7.232,-4.5,98.597,6.382
2014-09-11 08:45:00,-13.6,13.54074146,7.2499,-4.5,98.577,6.3999
2014-09-11 09:00:00,-13.6,13.58296965,7.1411,-4.5,98.669,6.2911
2014-09-11 09:15:00,-13.6,13.50273971,7.1641,-4.5,98.793,6.3141
2014-09-11 09:30:00,-13.55,13.48451153,7.1331,-4.35,98.677,6.2831
2014-09-11 09:45:00,-13.6,13.40884797,7.1927,-4.25,98.714,6.3427
2014-09-11 10:00:00,-13.54,13.45495535,7.2387,-4.2,98.584,6.3887
2014-09-11 10:15:00,-13.55,13.41828421,7.2544,-4.15,98.52,6.4044
2014-09-11 10:45:00,-13.55,13.42761132,7.2224,-4.05,98.588,6.4724
2014-09-11 11:00:00,-13.58,13.44761132,7.1857,-4.0,98.568,6.4357
2014-09-11 11:15:00,-13.51,13.44965451,7.1555,-4.0,98.342,6.4055
2014-09-11 11:30:00,-13.55,13.45438313,7.1881,-4.0,98.427,6.4381
2014-09-11 11:45:00,-13.55,13.46670528,7.2211,-4.0,98.163,6.4711
2014-09-11 12:00:00,-13.5,13.5215979,7.1879,-4.0,98.192,6.4379
2014-09-11 12:30:00,-13.54,13.43487774,7.1465,-4.0,98.162,6.3965
2014-09-11 12:45:00,-13.58,13.44148556,7.1005,-4.05,98.027,6.4005
2014-09-11 13:00:00,-13.55,13.44648556,7.142,-4.05,98.022,6.442
2014-09-11 13:15:00,-13.5,13.38737146,7.1269,-4.0,98.014,6.4269
2014-09-11 13:30:00,-13.5,13.39192851,7.0278,-4.0,98.043,6.3278
2014-09-11 13:45:00,-13.5,13.36792851,6.9605,-4.0,98.067,6.2605
2014-09-11 14:00:00,-13.55,13.3190426,6.9361,-4.0,98.183,6.2361
2014-09-11 14:15:00,-13.68,13.35682784,6.8691,-4.05,98.313,6.1691
2014-09-11 14:30:00,-13.7,13.39972717,6.9383,-4.0,98.505,6.2383
2014-09-11 14:45:00,-13.7,13.38672717,6.9799,-4.05,98.518,6.2799
2014-09-11 15:00:00,-13.8,13.5196265,7.085,-4.05,98.62,6.385
2014-09-11 15:15:00,-13.78,13.50317012,6.859,-4.1,98.368,6.159
2014-09-11 15:30:00,-13.8,13.49895535,6.9894,-4.15,98.54,6.2894
2014-09-11 15:45:00,-13.75,13.54644821,6.904,-4.135,98.386,6.204
2014-09-11 16:00:00,-13.75,13.50361978,6.8974,-4.25,98.485,6.1974
2014-09-11 16:15:00,-14.0,13.46862562,6.916,-4.2,98.76,6.216
2014-09-11 16:30:00,-14.05,13.47640502,6.8554,-4.15,98.68,6.1554
2014-09-11 16:45:00,-13.95,13.49140502,6.8896,-4.15,98.665,6.1896
2014-09-11 17:15:00,-13.8,13.55784039,6.9122,-4.154,98.503,6.2122
2014-09-11 17:30:00,-13.95,13.53873971,6.8648,-4.2,98.757,6.1648
2014-09-11 17:45:00,-14.0,13.53418267,6.8644,-4.2,98.728,6.1644
2014-09-11 18:00:00,-14.05,13.47863904,6.9092,-4.25,99.052,6.2092
2014-09-11 18:15:00,-14.05,13.50973884,6.898,-4.2,98.875,6.198
2014-09-11 18:45:00,-14.05,13.53850978,6.8914,-4.2,98.801,6.1914
2014-09-11 19:00:00,-14.05,13.4869536,6.8952,-4.2,98.73,6.1952
2014-09-11 19:15:00,-14.05,13.49785293,6.8358,-4.2,98.954,6.1358
2014-09-11 19:30:00,-14.2,13.5184234,6.751,-4.15,99.269,6.051
2014-09-11 20:00:00,-14.15,13.53486636,6.7926,-4.15,99.219,6.0926
2014-09-12 07:00:00,-14.15,13.47965247,6.887,-4.15,99.353,6.187
2014-09-12 07:15:00,-14.15,13.47965247,6.887,-4.15,99.353,6.187
2014-09-12 07:30:00,-14.15,13.51230172,6.8546,-4.15,99.146,6.1546
2014-09-12 07:45:00,-14.15,13.51230172,6.8546,-4.15,99.146,6.1546
2014-09-12 08:00:00,-14.35,13.51230172,6.8546,-4.15,99.146,6.1546
2014-09-12 08:15:00,-14.35,13.51230172,6.8546,-4.15,99.146,6.1546
2014-09-12 08:30:00,-14.35,13.51230172,6.8546,-4.25,99.146,6.1546
2014-09-12 08:45:00,-14.25,13.51230172,6.8546,-4.25,99.146,6.1546
2014-09-12 09:00:00,-14.25,13.51230172,6.8756,-4.25,99.146,6.1756
2014-09-12 09:15:00,-14.35,13.51230172,6.8756,-4.15,99.146,6.1756
2014-09-12 09:30:00,-14.4,13.51230172,7.0806,-3.9,99.146,6.2806
2014-09-12 09:45:00,-14.52,13.51230172,7.1646,-3.75,99.146,6.3646
2014-09-12 10:00:00,-14.5,13.54654917,7.2568,-3.9,99.788,6.4568
2014-09-12 10:15:00,-14.5,13.49943595,6.9584,-3.85,99.679,6.1584
2014-09-12 10:30:00,-14.35,13.50709279,7.1868,-3.8,99.559,6.3868
2014-09-12 10:45:00,-14.35,13.56853575,7.1356,-3.8,99.464,6.3356
2014-09-12 11:00:00,-14.35,13.55486373,7.1336,-3.85,99.466,6.3336
2014-09-12 11:15:00,-14.3,13.5809787,7.2236,-3.8,99.418,6.4236
2014-09-12 11:30:00,-14.3,13.5479787,7.2578,-3.8,99.451,6.4578
2014-09-12 12:00:00,-14.25,13.56742165,7.205,-3.85,99.398,6.405
2014-09-12 12:15:00,-14.25,13.52930756,7.192,-3.87,99.369,6.392
2014-09-12 12:30:00,-14.25,13.5588646,7.2392,-3.83,99.373,6.4392
2014-09-12 12:45:00,-14.2,13.55652145,7.2484,-3.83,99.263,6.4484
2014-09-12 13:00:00,-14.2,13.57473621,7.232,-3.83,99.077,6.432
2014-09-12 13:15:00,-14.2,13.54829326,7.2652,-3.83,99.137,6.4652
2014-09-12 13:30:00,-14.25,13.59329326,7.4026,-3.8,99.092,6.6026
2014-09-12 14:00:00,-14.25,13.6079644,7.3128,-3.83,99.178,6.5628
2014-09-12 14:15:00,-14.25,13.5579644,7.2838,-3.8,99.228,6.5338
2014-09-12 14:30:00,-14.2,13.55762299,7.4184,-3.75,98.938,6.6684
2014-09-12 15:00:00,-14.15,13.6155089,7.33,-3.65,98.813,6.58
2014-09-12 15:15:00,-14.15,13.68083776,7.2924,-3.6,98.647,6.5424
2014-09-12 15:30:00,-14.15,13.68928071,7.2172,-3.6,98.605,6.4672
2014-09-12 15:45:00,-14.1,13.70493843,7.283,-3.6,98.388,6.533
2014-09-12 16:00:00,-14.1,13.63326641,7.2616,-3.67,98.448,6.5116
2014-09-12 16:15:00,-14.15,13.68849548,7.2926,-3.65,98.438,6.5426
2014-09-12 16:30:00,-14.2,13.71871024,7.4276,-3.65,98.24,6.6776
2014-09-12 16:45:00,-14.2,13.68605924,7.3652,-3.65,98.625,6.6152
2014-09-12 17:00:00,-14.2,13.67688766,7.4298,-3.65,98.578,6.6798
2014-09-12 17:15:00,-14.15,13.65283776,7.421,-3.65,98.675,6.671
2014-09-12 17:30:00,-14.25,13.63734578,7.3712,-3.6,98.708,6.6212
2014-09-12 17:45:00,-14.25,13.53218179,7.3778,-3.65,98.819,6.6278
2014-09-12 18:00:00,-14.25,13.50795185,7.3426,-3.65,98.887,6.5926
2014-09-12 18:30:00,-14.3,13.57028071,7.3132,-3.65,98.724,6.5632
2014-09-12 18:45:00,-14.3,13.52383688,7.3592,-3.65,98.893,6.6092
2014-09-12 19:00:00,-14.27,13.48216574,7.4636,-3.65,98.834,6.7136
2014-09-12 19:15:00,-14.25,13.52772367,7.4596,-3.65,98.733,6.7096
2014-09-12 19:30:00,-14.15,13.63293172,7.635,-3.65,98.309,6.885
2014-09-12 19:45:00,-14.05,13.70259615,7.5752,-3.65,98.189,6.8252
2014-09-12 20:00:00,-14.05,13.63659615,7.6058,-3.65,98.255,6.8558
2014-09-15 07:00:00,-14.1,13.65371024,7.602,-3.65,98.305,6.852
2014-09-15 07:15:00,-14.1,13.65371024,7.602,-3.65,98.305,6.852
2014-09-15 07:30:00,-14.1,13.65371024,7.602,-3.65,98.305,6.852
2014-09-15 07:45:00,-14.1,13.65371024,7.602,-3.65,98.305,6.852
2014-09-15 08:00:00,-13.8,14.09735454,9.0814,-3.55,97.358,8.3314
2014-09-15 08:15:00,-13.8,13.92941786,7.6312,-3.55,97.755,6.8812
2014-09-15 08:30:00,-13.9,13.79307558,7.5996,-3.45,97.69,6.8496
2014-09-15 08:45:00,-13.75,13.81102568,7.7021,-3.45,97.745,6.9521
2014-09-15 09:00:00,-13.7,13.75746863,7.628,-3.45,97.765,6.878
2014-09-15 09:15:00,-13.85,13.75958185,7.6567,-3.45,97.919,6.8067
2014-09-15 09:30:00,-13.95,13.76746776,7.5608,-3.35,97.844,6.7108
2014-09-15 09:45:00,-13.95,13.75481091,7.5996,-3.25,97.969,6.7496
2014-09-15 10:15:00,-14.1,13.75326729,7.7764,-3.17,98.239,6.9264
2014-09-15 10:30:00,-13.96,13.86381004,7.8068,-3.14,97.949,6.9568
2014-09-15 10:45:00,-13.95,13.8331389,7.8054,-3.15,97.879,6.9554
2014-09-15 11:00:00,-14.0,13.79236708,7.722,-3.15,98.054,6.872
2014-09-15 11:15:00,-13.95,13.79881004,7.6901,-3.15,98.014,6.9401
2014-09-15 11:30:00,-14.02,13.76448118,7.7189,-3.2,98.149,6.9689
2014-09-15 11:45:00,-14.0,13.76303823,7.7377,-3.2,98.184,6.9877
2014-09-15 12:00:00,-14.0,13.73592413,7.6425,-3.2,98.144,6.8925
2014-09-15 12:15:00,-13.99,13.76236708,7.708,-3.2,98.084,6.958
2014-09-15 12:45:00,-13.89,13.7710248,7.7516,-3.15,97.874,7.0016
2014-09-15 13:00:00,-13.9,13.81236708,7.7142,-3.1,98.034,6.9642
2014-09-15 13:15:00,-13.95,13.78458185,7.6308,-3.04,97.894,6.8808
2014-09-15 13:30:00,-13.9,13.73746776,7.6382,-3.04,97.874,6.8882
2014-09-15 13:45:00,-13.8,13.72779749,7.5914,-3.03,97.694,6.8414
2014-09-15 14:00:00,-13.8,13.78135454,7.5786,-3.0,97.674,6.8286
2014-09-15 14:15:00,-13.95,13.74658273,7.5188,-3.08,97.843,6.7688
2014-09-15 14:45:00,-13.9,13.80436796,7.4626,-3.05,97.953,6.7126
2014-09-15 15:00:00,-14.0,13.67571024,7.7264,-3.03,98.283,6.9764
2014-09-15 15:15:00,-14.1,13.69460286,7.7236,-3.03,98.348,6.9736
2014-09-15 15:30:00,-14.05,13.69705252,7.6834,-2.96,98.463,6.9334
2014-09-15 15:45:00,-14.15,13.65738809,7.6858,-2.95,98.553,6.9358
2014-09-15 16:00:00,-14.2,13.70128071,7.7592,-3.0,98.593,7.0092
2014-09-15 16:15:00,-14.15,13.67849548,7.8226,-3.0,98.448,7.0726
2014-09-15 16:45:00,-14.1,13.6521532,7.7844,-3.0,98.273,7.0344
2014-09-15 17:00:00,-14.18,13.64138138,7.7998,-3.06,98.418,7.0498
2014-09-15 17:30:00,-14.17,13.62205252,7.8284,-3.15,98.538,7.0784
2014-09-15 17:45:00,-14.2,13.67916662,7.8982,-3.15,98.548,7.1482
2014-09-15 18:00:00,-14.2,13.72172367,7.86145,-3.1,98.539,7.11145
2014-09-15 18:15:00,-14.2,13.66288853,7.845,-3.1,98.503,7.095
2014-09-15 18:45:00,-14.15,13.69671695,7.855355,-3.1,98.413,7.105355
2014-09-15 19:00:00,-14.1,13.61426729,7.882683,-3.1,98.378,7.132683
2014-09-15 19:15:00,-14.15,13.67849548,7.8396,-3.1,98.448,7.0896
2014-09-15 19:30:00,-14.1,13.62359615,7.905333,-3.0,98.268,7.155333
2014-09-15 19:45:00,-14.13,13.60259615,7.86,-3.0,98.289,7.11
2014-09-16 07:00:00,-14.2,13.58571024,7.8159,-3.0,98.373,7.0659
2014-09-16 07:15:00,-14.2,13.52482609,7.868,-3.0,98.323,7.118
2014-09-16 07:30:00,-14.2,13.50949052,7.8757,-3.0,98.288,7.1257
2014-09-16 07:45:00,-14.15,13.56126904,7.8771,-3.0,98.253,7.1271
2014-09-16 08:00:00,-14.1,13.52681179,7.873,-3.0,98.108,7.123
2014-09-16 08:15:00,-14.05,13.43979837,8.0103,-3.0,97.893,7.2603
2014-09-16 08:30:00,-14.0,13.46835541,7.9633,-2.95,97.898,7.2133
2014-09-16 08:45:00,-14.05,13.43835541,7.9732,-2.9,97.928,7.2232
2014-09-16 09:00:00,-14.08,13.39714152,7.9834,-2.95,98.048,7.2334
2014-09-16 09:15:00,-14.1,13.38791334,7.995,-2.95,97.923,7.245
2014-09-16 09:30:00,-14.25,13.36835541,8.0901,-2.95,97.998,7.3401
2014-09-16 09:45:00,-14.35,13.33469769,8.1113,-2.93,98.233,7.3613
2014-09-16 10:00:00,-14.22,13.36402655,8.1846,-2.9,98.103,7.4346
2014-09-16 10:15:00,-14.22,13.3925836,8.2594,-2.85,98.108,7.5094
2014-09-16 10:30:00,-14.3,13.37969769,7.7302,-2.85,98.188,7.5302
2014-09-16 10:45:00,-14.3,13.38325474,7.7716,-2.85,98.218,7.5716
2014-09-16 11:00:00,-14.3,13.34248293,7.7238,-2.8,98.393,7.5738
2014-09-16 11:15:00,-14.3,13.35825474,7.6436,-2.8,98.243,7.5936
2014-09-16 11:45:00,-14.3,13.37825474,7.6476,-2.75,98.223,7.5976
2014-09-16 12:15:00,-14.25,13.40197666,7.6352,-2.76,98.138,7.5852
2014-09-16 12:30:00,-14.22,13.41580508,7.6414,-2.8,98.068,7.5914
2014-09-16 12:45:00,-14.2,13.41492676,7.6172,-2.79,98.098,7.5672
2014-09-16 13:00:00,-14.15,13.40781266,7.558,-2.8,98.038,7.508
2014-09-16 13:15:00,-14.2,13.45848381,7.5978,-2.85,98.088,7.5478
2014-09-16 13:30:00,-14.18,13.42392005,7.6142,-2.85,98.038,7.5642
2014-09-16 13:45:00,-14.25,13.43271199,7.6142,-2.85,98.248,7.5642
2014-09-16 14:00:00,-14.3,13.39482609,7.5838,-2.85,98.353,7.5338
2014-09-16 14:15:00,-14.4,13.38693931,7.5342,-3.0,98.517,7.4842
2014-09-16 14:30:00,-14.5,13.44250978,7.5566,-3.1,98.797,7.5066
2014-09-16 15:00:00,-14.5,13.3865089,7.4772,-3.2,98.942,7.4272
2014-09-16 15:15:00,-14.55,13.29718004,7.4662,-3.21,99.132,7.4162
2014-09-16 15:30:00,-14.65,13.32207937,7.4555,-3.35,99.342,7.4055
2014-09-16 15:45:00,-14.63,13.29096615,7.4445,-3.35,99.217,7.3945
2014-09-16 16:00:00,-14.65,13.2745232,7.4567,-3.3,99.267,7.4067
2014-09-16 16:15:00,-14.58,13.27885206,7.5021,-3.35,99.162,7.4521
2014-09-16 16:30:00,-14.6,13.20173796,7.4131,-3.4,99.172,7.3631
2014-09-16 16:45:00,-14.75,13.33830085,7.4249,-3.4,99.409,7.3749
2014-09-16 17:00:00,-14.73,13.22442165,7.4444,-3.45,99.641,7.3944
2014-09-16 17:15:00,-14.75,13.2469787,7.456,-3.45,99.652,7.406
2014-09-16 17:30:00,-14.75,13.24342165,7.4818,-3.4,99.622,7.4318
2014-09-16 17:45:00,-14.75,13.29275051,7.4974,-3.4,99.472,7.4474
2014-09-16 18:30:00,-14.75,13.2998646,7.3728,-3.4,99.532,7.3228
2014-09-16 18:45:00,-14.72,13.26630756,7.1896,-3.4,99.532,7.1396
2014-09-16 19:00:00,-14.8,13.23097199,7.225,-3.4,99.617,7.175
2014-09-16 19:30:00,-14.75,13.16496528,7.1788,-3.4,99.432,7.1288
2014-09-16 19:45:00,-14.75,13.17640823,7.2364,-3.4,99.387,7.1864
2014-09-16 20:00:00,-14.75,13.17929413,7.3038,-3.4,99.317,7.2538
2014-09-17 07:00:00,-14.75,13.20929413,7.2146,-3.4,99.287,7.1646
2014-09-17 07:15:00,-14.75,13.31607266,7.4482,-3.4,99.297,7.3982
2014-09-17 07:30:00,-14.75,13.33063642,7.4496,-3.4,99.367,7.3996
2014-09-17 07:45:00,-14.75,13.28707937,7.4396,-3.4,99.377,7.3896
2014-09-17 08:00:00,-14.75,13.19480041,7.475,-3.4,99.497,7.425
2014-09-17 08:15:00,-14.65,13.11483688,7.465,-3.4,99.202,7.415
2014-09-17 08:45:00,-14.7,13.22050802,7.5678,-3.4,99.197,7.4678
2014-09-17 09:00:00,-14.7,13.14627984,7.5396,-3.4,99.137,7.4396
2014-09-17 09:15:00,-14.6,13.18416574,7.4036,-3.45,99.032,7.3036
2014-09-17 09:30:00,-14.5,13.15728071,7.454,-3.4,99.037,7.354
2014-09-17 09:45:00,-14.55,13.13295185,7.3807,-3.49,99.162,7.2807
2014-09-17 10:00:00,-14.65,13.03506507,7.2522,-3.55,99.416,7.1522
2014-09-17 10:15:00,-14.65,13.06885031,7.4808,-3.6,99.55,7.0308
2014-09-17 10:30:00,-14.75,13.08307849,7.5414,-3.67,99.67,7.0914
2014-09-17 10:45:00,-14.75,13.09663554,7.482,-3.75,99.69,7.032
2014-09-17 11:00:00,-14.65,13.10496352,7.481,-3.8,99.67,7.031
2014-09-17 11:15:00,-14.75,13.10707762,7.4564,-3.8,99.735,7.0064
2014-09-17 11:30:00,-14.76,13.11730668,7.4172,-3.85,99.77,6.9672
2014-09-17 11:45:00,-14.75,13.13663554,7.4196,-3.8,99.65,6.9696
2014-09-17 12:00:00,-14.68,13.13707849,7.3712,-3.8,99.616,6.9212
2014-09-17 12:15:00,-14.7,13.0899644,7.345,-3.85,99.596,6.895
2014-09-17 12:30:00,-14.65,13.09140735,7.3952,-3.85,99.561,6.9452
2014-09-17 12:45:00,-14.55,13.10717917,7.3814,-3.83,99.411,6.9314
